PROBE_ID,SEQ_ID,BH_FDR,Time_Effect
677_ZNF598_90850;577,677_ZNF598_90850,0.00000022,0.5918
1142_NOP56_10528;437,1142_NOP56_10528,0.00000026,0.5916
946_NKTR_4820;445,946_NKTR_4820,0.00000078,0.5909
77_SP100_6672;529,77_SP100_6672,0.00000181,0.5902
340_H2AFJ_55766;1,340_H2AFJ_55766,0.00000011,0.5899
1378_CHD7_55636;637,1378_CHD7_55636,0.00000022,0.5896
34_PTPRF_5792;57,34_PTPRF_5792,0.00000013,0.5893
85_RPL38_6169;21,85_RPL38_6169,0.00000013,0.5893
818_ILF3_3609;381,818_ILF3_3609,0.0000001,0.5892
1421_DUSP12_11266;217,1421_DUSP12_11266,0.00000355,0.5891
317_RPL13A_23521;169,317_RPL13A_23521,0.00000015,0.589
1183_MDK_4192;129,1183_MDK_4192,0.00000022,0.5889
1159_PIP4K2B_8396;17,1159_PIP4K2B_8396,0.00000017,0.5883
404_ELL2_22936;461,404_ELL2_22936,0.00000035,0.5882
29_HSP90B1_7184;449,29_HSP90B1_7184,0.00000431,0.5879
844_FNBP1L_54874;313,844_FNBP1L_54874,0.00000064,0.5873
1361_IARS_3376;1213,1361_IARS_3376,0.00001492,0.5872
448_GOLGA4_2803;949,448_GOLGA4_2803,0.00000019,0.5872
532_ACTN1_87;45,532_ACTN1_87,0.00000032,0.587
938_HMGN1_3150;45,938_HMGN1_3150,0.00000032,0.587
452_CHSY1_22856;449,452_CHSY1_22856,0.00000253,0.5868
977_SECISBP2_79048;673,977_SECISBP2_79048,0.00000264,0.5862
1041_MLL_4297;881,1041_MLL_4297,0.00000017,0.586
179_ATF4_468;269,179_ATF4_468,0.00000031,0.5859
88_RPL22_6146;81,88_RPL22_6146,0.00000052,0.5854
316_HIST1H1C_3006;125,316_HIST1H1C_3006,0.00000008,0.5849
215_ATP6V1G1_9550;21,215_ATP6V1G1_9550,0.00000024,0.5848
827_PRR11_55771;5,827_PRR11_55771,0.00000031,0.5848
947_HSD17B12_51144;301,947_HSD17B12_51144,0.00000028,0.5848
114_SRRM2_23524;213,114_SRRM2_23524,0.00000014,0.5847
332_RPL8_6132;177,332_RPL8_6132,0.00000016,0.5847
1052_ARL6IP4_51329;281,1052_ARL6IP4_51329,0.00000041,0.5844
1059_NEMF_9147;1001,1059_NEMF_9147,0.00000732,0.5844
1059_NEMF_9147;909,1059_NEMF_9147,0.00000006,0.5842
1243_DUSP16_80824;297,1243_DUSP16_80824,0.00000014,0.5841
1189_HDAC1_3065;429,1189_HDAC1_3065,0.00000009,0.5839
606_UBL5_59286;33,606_UBL5_59286,0.00000579,0.5838
1059_NEMF_9147;429,1059_NEMF_9147,0.00000054,0.5832
955_TCEA1_6917;61,955_TCEA1_6917,0.00000131,0.583
95_AHNAK_79026;5705,95_AHNAK_79026,0.00000013,0.5829
855_PDCD4_27250;53,855_PDCD4_27250,0.00000015,0.5827
663_ZFAND6_54469;141,663_ZFAND6_54469,0.00000052,0.5822
473_RPL5_6125;249,473_RPL5_6125,0.00000018,0.5821
1004_TRIP12_9320;293,1004_TRIP12_9320,0.00000071,0.582
1286_BCL6_604;373,1286_BCL6_604,0.00000143,0.582
1425_SSRP1_6749;513,1425_SSRP1_6749,0.00000004,0.5819
1032_C1orf9_51430;1249,1032_C1orf9_51430,0.00000058,0.5818
21_GTF2I_2969;793,21_GTF2I_2969,0.00000134,0.5816
516_TACSTD2_4070;293,516_TACSTD2_4070,0.00000234,0.5816
1073_GLTSCR1_29998;1297,1073_GLTSCR1_29998,0.00016945,0.5813
1367_KIF13B_23303;733,1367_KIF13B_23303,0.00000037,0.581
37_RPL34_6164;57,37_RPL34_6164,0.0000006,0.5805
352_HP1BP3_50809;233,352_HP1BP3_50809,0.00000015,0.5803
647_GOLGB1_2804;89,647_GOLGB1_2804,0.00000035,0.5798
1417_XRN1_54464;1601,1417_XRN1_54464,0.00000024,0.5796
317_RPL13A_23521;45,317_RPL13A_23521,0.00001021,0.5795
537_DGKD_8527;1113,537_DGKD_8527,0.0000002,0.5794
104_RPL23_9349;37,104_RPL23_9349,0.00001125,0.5792
105_HIST2H2AA4_723790;117,105_HIST2H2AA4_723790,0.00000023,0.579
1190_HIST1H2AG_8969;117,1190_HIST1H2AG_8969,0.00000023,0.579
331_HIST1H2AD_3013;117,331_HIST1H2AD_3013,0.00000023,0.579
712_HIST1H2AK_8330;117,712_HIST1H2AK_8330,0.00000023,0.579
840_HIST1H2AM_8336;117,840_HIST1H2AM_8336,0.00000023,0.579
981_HIST3H2A_92815;117,981_HIST3H2A_92815,0.00000023,0.579
62_RPL39_6170;1,62_RPL39_6170,0.00000341,0.5789
1378_CHD7_55636;849,1378_CHD7_55636,0.00000012,0.5788
950_LOC100287195_100287195;25,950_LOC100287195_100287195,0.0000006,0.5788
1098_ARGLU1_55082;37,1098_ARGLU1_55082,0.00000033,0.5787
177_RPL10A_4736;93,177_RPL10A_4736,0.00000007,0.5787
1199_PRKAR2A_5576;237,1199_PRKAR2A_5576,0.00000152,0.5785
946_NKTR_4820;229,946_NKTR_4820,0.00000008,0.5785
821_RBM39_9584;49,821_RBM39_9584,0.00000017,0.5782
244_RPL7_6129;25,244_RPL7_6129,0.00000054,0.5781
1086_RBPJ_3516;69,1086_RBPJ_3516,0.00000065,0.5778
834_SRSF4_6429;285,834_SRSF4_6429,0.00000023,0.5778
298_RPL24_6152;109,298_RPL24_6152,0.00000023,0.5777
440_NOP58_51602;477,440_NOP58_51602,0.00000008,0.5776
946_NKTR_4820;1001,946_NKTR_4820,0.00000013,0.5775
349_PARP1_142;997,349_PARP1_142,0.00000727,0.5773
PRCAT188.2_T382727_G090657_2_1887_2474_588;145,PRCAT188.2_T382727_G090657_2_1887_2474_588,0.00000092,0.5772
821_RBM39_9584;25,821_RBM39_9584,0.00000017,0.5771
PCA13;305,PCA13,0.00000171,0.577
81_RPS8_6202;13,81_RPS8_6202,0.0000001,0.577
1137_KAT6A_7994;1141,1137_KAT6A_7994,0.00000047,0.5768
113_LOC648771_648771;81,113_LOC648771_648771,0.00000022,0.5768
481_ATP5O_539;77,481_ATP5O_539,0.00004056,0.5768
FBXL19_AS1_T130509_G030577_1_4499_4918_420;1,FBXL19_AS1_T130509_G030577_1_4499_4918_420,0.00000169,0.5767
585_RPS24_6229;97,585_RPS24_6229,0.00000057,0.5765
1264_CAST_831;13,1264_CAST_831,0.00000026,0.5763
1426_FAM164A_51101;33,1426_FAM164A_51101,0.00000016,0.5763
473_RPL5_6125;257,473_RPL5_6125,0.00000027,0.5763
1183_MDK_4192;17,1183_MDK_4192,0.00000029,0.576
1038_ZNHIT1_10467;65,1038_ZNHIT1_10467,0.00000092,0.5756
662_AUTS2_26053;161,662_AUTS2_26053,0.00000028,0.5755
95_AHNAK_79026;3341,95_AHNAK_79026,0.00000017,0.5755
1041_MLL_4297;1021,1041_MLL_4297,0.00000008,0.5753
PRO30;897,PRO30,0.00000022,0.5752
176_ORC6_23594;141,176_ORC6_23594,0.00003712,0.5752
656_ANK3_288;1017,656_ANK3_288,0.00000205,0.5747
610_USP9X_8239;1773,610_USP9X_8239,0.00000079,0.5746
834_SRSF4_6429;369,834_SRSF4_6429,0.00000023,0.5745
928_LOC653061_653061;93,928_LOC653061_653061,0.00000012,0.5744
FBXL19_AS1_T130509_G030577_1_4499_4918_420;69,FBXL19_AS1_T130509_G030577_1_4499_4918_420,0.00000799,0.574
507_H1F0_3005;133,507_H1F0_3005,0.00000007,0.574
757_BAG1_573;65,757_BAG1_573,0.00000047,0.5735
782_MRPL20_55052;49,782_MRPL20_55052,0.0000003,0.5735
95_AHNAK_79026;5025,95_AHNAK_79026,0.00000038,0.5735
1129_EZH2_2146;489,1129_EZH2_2146,0.00000104,0.5734
1385_ITGB1_3688;121,1385_ITGB1_3688,0.00000135,0.5734
316_HIST1H1C_3006;141,316_HIST1H1C_3006,0.00000008,0.5734
1375_ARID4B_51742;29,1375_ARID4B_51742,0.00000923,0.5733
1041_MLL_4297;221,1041_MLL_4297,0.00001225,0.5732
112_RPL19_6143;9,112_RPL19_6143,0.00000063,0.5731
70_RPL32_6161;9,70_RPL32_6161,0.00000008,0.5731
1037_SUZ12_23512;453,1037_SUZ12_23512,0.00000833,0.573
1187_TDP2_51567;177,1187_TDP2_51567,0.00000853,0.5729
653_NUFIP2_57532;217,653_NUFIP2_57532,0.00000038,0.5724
1129_EZH2_2146;493,1129_EZH2_2146,0.00000038,0.5723
437_PRR13_54458;105,437_PRR13_54458,0.00000107,0.5723
727_JUN_3725;265,727_JUN_3725,0.00000027,0.5722
768_NUCKS1_64710;153,768_NUCKS1_64710,0.00000028,0.5721
923_MRPS6_64968;109,923_MRPS6_64968,0.00000018,0.5721
1035_RAB35_11021;189,1035_RAB35_11021,0.00000103,0.5718
1215_ING5_84289;145,1215_ING5_84289,0.00000032,0.5718
327_AP3D1_8943;161,327_AP3D1_8943,0.00001375,0.5716
1093_EIF1AX_1964;57,1093_EIF1AX_1964,0.0000009,0.5712
499_TCEAL4_79921;117,499_TCEAL4_79921,0.00000015,0.5712
1145_PRR15L_79170;5,1145_PRR15L_79170,0.0000009,0.571
1378_CHD7_55636;589,1378_CHD7_55636,0.00000017,0.571
940_LIMCH1_22998;273,940_LIMCH1_22998,0.00000021,0.571
445_MARCKS_4082;145,445_MARCKS_4082,0.00000062,0.5709
458_RBM8A_9939;21,458_RBM8A_9939,0.0000009,0.5707
1160_CYFIP1_23191;489,1160_CYFIP1_23191,0.00000021,0.5705
1287_MYO6_4646;781,1287_MYO6_4646,0.00001033,0.5702
1086_RBPJ_3516;161,1086_RBPJ_3516,0.00000017,0.5701
1129_EZH2_2146;5,1129_EZH2_2146,0.00000074,0.57
531_SMARCA4_6597;861,531_SMARCA4_6597,0.00000501,0.5699
6_EPCAM_4072;281,6_EPCAM_4072,0.00000227,0.5698
486_SRPR_6734;157,486_SRPR_6734,0.00000049,0.5696
1100_KIAA0494_9813;9,1100_KIAA0494_9813,0.00000013,0.5695
1287_MYO6_4646;797,1287_MYO6_4646,0.00000506,0.5695
361_EIF1_10209;53,361_EIF1_10209,0.00000037,0.5688
1098_ARGLU1_55082;9,1098_ARGLU1_55082,0.00000118,0.5687
1409_MAP2K3_5606;13,1409_MAP2K3_5606,0.00000032,0.5687
1272_GTPBP4_23560;585,1272_GTPBP4_23560,0.00000007,0.5686
773_PHF8_23133;917,773_PHF8_23133,0.00000012,0.5686
1055_KIAA0146_23514;841,1055_KIAA0146_23514,0.00000553,0.5685
327_AP3D1_8943;745,327_AP3D1_8943,0.00000017,0.5685
876_SON_6651;1885,876_SON_6651,0.00000015,0.5684
286_NFIC_4782;37,286_NFIC_4782,0.00000028,0.5683
628_NFIB_4781;37,628_NFIB_4781,0.00000028,0.5683
746_S100A10_6281;85,746_S100A10_6281,0.00000141,0.5683
1244_ETFB_2109;37,1244_ETFB_2109,0.00546889,0.5682
566_MEAF6_64769;169,566_MEAF6_64769,0.00000035,0.5682
PRCAT188.2_T382727_G090657_2_1887_2474_588;149,PRCAT188.2_T382727_G090657_2_1887_2474_588,0.00000194,0.5681
1378_CHD7_55636;593,1378_CHD7_55636,0.00000042,0.568
CAT1367_T060449_G014057_2_532_807_276;21,CAT1367_T060449_G014057_2_532_807_276,0.00002429,0.5678
837_BBX_56987;449,837_BBX_56987,0.00000028,0.5677
114_SRRM2_23524;201,114_SRRM2_23524,0.00000054,0.5675
1142_NOP56_10528;77,1142_NOP56_10528,0.00000029,0.5674
569_NAP1L1_4673;269,569_NAP1L1_4673,0.00000041,0.5672
1171_SF3B1_23451;493,1171_SF3B1_23451,0.00000027,0.567
631_HEXIM1_10614;145,631_HEXIM1_10614,0.00000037,0.5668
853_NBR1_4077;309,853_NBR1_4077,0.00000088,0.5668
1297_NRD1_4898;469,1297_NRD1_4898,0.00000456,0.5667
644_WASF2_10163;165,644_WASF2_10163,0.00000047,0.5664
906_GTF3A_2971;297,906_GTF3A_2971,0.00000012,0.5664
81_RPS8_6202;133,81_RPS8_6202,0.00000013,0.5661
551_GNG10_2790;197,551_GNG10_2790,0.00000033,0.5658
349_PARP1_142;493,349_PARP1_142,0.00000038,0.5655
389_RPL6_6128;69,389_RPL6_6128,0.0000002,0.5655
1137_KAT6A_7994;9,1137_KAT6A_7994,0.00000085,0.5654
CAT1367_T060449_G014057_2_532_807_276;17,CAT1367_T060449_G014057_2_532_807_276,0.00004001,0.5653
142_RPL13_6137;29,142_RPL13_6137,0.00000114,0.5651
1253_ANKRD11_29123;757,1253_ANKRD11_29123,0.00000019,0.565
12_HSP90AA1_3320;405,12_HSP90AA1_3320,0.00000084,0.5649
638_RYBP_23429;97,638_RYBP_23429,0.00000008,0.5646
765_ANKRD36_375248;173,765_ANKRD36_375248,0.00000074,0.5643
837_BBX_56987;517,837_BBX_56987,0.00000024,0.5642
836_TBRG1_84897;129,836_TBRG1_84897,0.00000012,0.564
853_NBR1_4077;313,853_NBR1_4077,0.00000019,0.564
1191_JUND_3727;273,1191_JUND_3727,0.00000036,0.5639
138_RPL37_6167;41,138_RPL37_6167,0.00000082,0.5639
387_RPS3A_6189;13,387_RPS3A_6189,0.00000013,0.5639
876_SON_6651;1793,876_SON_6651,0.00000049,0.5638
876_SON_6651;1897,876_SON_6651,0.00000015,0.5638
321_SSB_6741;325,321_SSB_6741,0.00000123,0.5637
81_RPS8_6202;137,81_RPS8_6202,0.0000002,0.5637
PRO37;1073,PRO37,0.00000935,0.5635
982_MRPL32_64983;89,982_MRPL32_64983,0.00000038,0.5635
346_WASH2P_375260;69,346_WASH2P_375260,0.00000015,0.5634
1349_NMT1_4836;245,1349_NMT1_4836,0.00000546,0.5633
968_CXCR4_7852;225,968_CXCR4_7852,0.00000124,0.5632
445_MARCKS_4082;149,445_MARCKS_4082,0.0000002,0.5631
35_MYO1C_4641;709,35_MYO1C_4641,0.00002026,0.563
95_AHNAK_79026;3345,95_AHNAK_79026,0.00000014,0.5629
647_GOLGB1_2804;1677,647_GOLGB1_2804,0.00000008,0.5627
278_SSR2_6746;9,278_SSR2_6746,0.00900822,0.5626
1041_MLL_4297;3541,1041_MLL_4297,0.00000379,0.5625
281_RPL29_6159;109,281_RPL29_6159,0.0000011,0.5624
77_SP100_6672;573,77_SP100_6672,0.00000064,0.5624
1201_UIMC1_51720;61,1201_UIMC1_51720,0.00000029,0.5621
249_CCDC72_51372;49,249_CCDC72_51372,0.00000015,0.562
613_FNBP4_23360;937,613_FNBP4_23360,0.00000018,0.562
602_REEP3_221035;233,602_REEP3_221035,0.00000072,0.5619
1270_EIF2AK1_27102;185,1270_EIF2AK1_27102,0.00003449,0.5616
946_NKTR_4820;177,946_NKTR_4820,0.00000011,0.5607
1433_SASH1_23328;137,1433_SASH1_23328,0.00000102,0.5604
281_RPL29_6159;117,281_RPL29_6159,0.00000033,0.5604
773_PHF8_23133;921,773_PHF8_23133,0.00000067,0.5603
300_GNL3_26354;213,300_GNL3_26354,0.00000018,0.56
906_GTF3A_2971;301,906_GTF3A_2971,0.00000018,0.56
180_GLTSCR2_29997;453,180_GLTSCR2_29997,0.00000209,0.5596
698_SF1_7536;5,698_SF1_7536,0.00000019,0.5596
70_RPL32_6161;13,70_RPL32_6161,0.00000103,0.5596
949_DNAJB6_10049;297,949_DNAJB6_10049,0.00000046,0.5595
805_WSB2_55884;365,805_WSB2_55884,0.00000233,0.5591
809_PDS5A_23244;929,809_PDS5A_23244,0.00000391,0.5591
1057_SRRM1_10250;721,1057_SRRM1_10250,0.00000016,0.559
440_NOP58_51602;513,440_NOP58_51602,0.00000047,0.5587
538_THRAP3_9967;761,538_THRAP3_9967,0.0000026,0.5587
PCA13;313,PCA13,0.00001724,0.5586
300_GNL3_26354;33,300_GNL3_26354,0.00000007,0.5585
211_RPS15_6209;45,211_RPS15_6209,0.00000103,0.5584
790_STK24_8428;277,790_STK24_8428,0.00000131,0.5583
1037_SUZ12_23512;457,1037_SUZ12_23512,0.0000087,0.5581
263_RPL27_6155;57,263_RPL27_6155,0.00000017,0.5581
417_PNISR_25957;665,417_PNISR_25957,0.00000079,0.5579
905_MKL2_57496;277,905_MKL2_57496,0.00000072,0.5578
946_NKTR_4820;757,946_NKTR_4820,0.00000081,0.5577
PRO18;1393,PRO18,0.00000073,0.5575
1335_KTN1_3895;53,1335_KTN1_3895,0.0000005,0.5575
1041_MLL_4297;949,1041_MLL_4297,0.00000796,0.5573
1311_TBC1D14_57533;345,1311_TBC1D14_57533,0.00000016,0.5571
27_NBPF15_284565;549,27_NBPF15_284565,0.00000017,0.5571
502_NBPF10_100132406;549,502_NBPF10_100132406,0.00000017,0.5571
969_C8orf4_56892;77,969_C8orf4_56892,0.00000046,0.5569
1375_ARID4B_51742;1253,1375_ARID4B_51742,0.00000052,0.5568
818_ILF3_3609;377,818_ILF3_3609,0.00000023,0.5568
879_CREB3L4_148327;209,879_CREB3L4_148327,0.00000007,0.5568
1253_ANKRD11_29123;621,1253_ANKRD11_29123,0.00000028,0.5566
27_NBPF15_284565;553,27_NBPF15_284565,0.00000021,0.5565
502_NBPF10_100132406;553,502_NBPF10_100132406,0.00000021,0.5565
416_CCDC47_57003;461,416_CCDC47_57003,0.00000036,0.5564
176_ORC6_23594;145,176_ORC6_23594,0.00000062,0.5562
966_TARS_6897;225,966_TARS_6897,0.00001324,0.5558
786_SNRPD2_6633;77,786_SNRPD2_6633,0.00000041,0.5556
821_RBM39_9584;61,821_RBM39_9584,0.00000015,0.5555
300_GNL3_26354;25,300_GNL3_26354,0.00000099,0.5554
77_SP100_6672;521,77_SP100_6672,0.00000042,0.5553
1335_KTN1_3895;41,1335_KTN1_3895,0.00000023,0.5552
758_C12orf23_90488;97,758_C12orf23_90488,0.0000002,0.5549
852_RAI1_10743;1705,852_RAI1_10743,0.0000006,0.5549
507_H1F0_3005;145,507_H1F0_3005,0.00000013,0.5548
1143_PHF2_5253;945,1143_PHF2_5253,0.00000017,0.5547
836_TBRG1_84897;33,836_TBRG1_84897,0.00000049,0.5544
1267_PPAPDC1B_84513;65,1267_PPAPDC1B_84513,0.00001764,0.5543
1046_SRRT_51593;337,1046_SRRT_51593,0.00000048,0.5542
1098_ARGLU1_55082;29,1098_ARGLU1_55082,0.00000078,0.5542
1275_SNRPB2_6629;97,1275_SNRPB2_6629,0.00000027,0.5534
PRO30;61,PRO30,0.00002713,0.5529
1273_NFIA_4774;77,1273_NFIA_4774,0.00000031,0.5525
286_NFIC_4782;33,286_NFIC_4782,0.00000031,0.5525
628_NFIB_4781;33,628_NFIB_4781,0.00000031,0.5525
1090_TSPYL5_85453;5,1090_TSPYL5_85453,0.0000003,0.5524
974_EIF3L_51386;489,974_EIF3L_51386,0.00000808,0.5523
1242_THOC2_57187;149,1242_THOC2_57187,0.00001236,0.5522
281_RPL29_6159;45,281_RPL29_6159,0.00000022,0.5522
CTA15;229,CTA15,0.00000072,0.552
95_AHNAK_79026;5709,95_AHNAK_79026,0.00000023,0.5516
566_MEAF6_64769;161,566_MEAF6_64769,0.00000048,0.5515
644_WASF2_10163;169,644_WASF2_10163,0.00000007,0.5515
855_PDCD4_27250;101,855_PDCD4_27250,0.00000019,0.5515
CTA13;545,CTA13,0.00001512,0.5513
1137_KAT6A_7994;1149,1137_KAT6A_7994,0.0000006,0.5513
587_BTF3_689;61,587_BTF3_689,0.00000038,0.5509
334_RALBP1_10928;161,334_RALBP1_10928,0.00000324,0.5508
765_ANKRD36_375248;1397,765_ANKRD36_375248,0.00001084,0.5502
49_U2AF1_7307;177,49_U2AF1_7307,0.00000098,0.55
1041_MLL_4297;209,1041_MLL_4297,0.00000017,0.5498
1369_JUNB_3726;281,1369_JUNB_3726,0.00000102,0.5498
552_ADAR_103;1165,552_ADAR_103,0.00000615,0.5498
706_CYHR1_50626;277,706_CYHR1_50626,0.00001471,0.5496
959_NCOR2_9612;673,959_NCOR2_9612,0.00000013,0.5496
704_XRCC6_2547;245,704_XRCC6_2547,0.00000073,0.5495
821_RBM39_9584;53,821_RBM39_9584,0.0000003,0.5495
1_HSPA1A_3303;245,1_HSPA1A_3303,0.00000019,0.5494
CTA11;333,CTA11,0.00000019,0.5492
107_RPS27_6232;9,107_RPS27_6232,0.00000038,0.5492
263_RPL27_6155;53,263_RPL27_6155,0.00000035,0.549
CTA22;5,CTA22,0.00000022,0.5489
PRO30;1733,PRO30,0.0000004,0.5488
1362_ADD1_118;713,1362_ADD1_118,0.00000056,0.5488
906_GTF3A_2971;169,906_GTF3A_2971,0.00000033,0.5487
191_CMTM6_54918;33,191_CMTM6_54918,0.0000087,0.5486
81_RPS8_6202;141,81_RPS8_6202,0.00000036,0.5486
773_PHF8_23133;913,773_PHF8_23133,0.0000005,0.5485
731_F5_2153;665,731_F5_2153,0.00000109,0.5484
1012_MAP3K5_4217;937,1012_MAP3K5_4217,0.00000014,0.5483
990_AKAP9_10142;41,990_AKAP9_10142,0.0000005,0.5482
41_NKX3-1_4824;169,41_NKX3-1_4824,0.00003669,0.548
315_SOX4_6659;85,315_SOX4_6659,0.00000172,0.5479
941_PSMC1_5700;29,941_PSMC1_5700,0.00000105,0.5479
631_HEXIM1_10614;157,631_HEXIM1_10614,0.00000064,0.5478
731_F5_2153;421,731_F5_2153,0.00004893,0.5478
1242_THOC2_57187;833,1242_THOC2_57187,0.00000033,0.5477
1409_MAP2K3_5606;9,1409_MAP2K3_5606,0.00000033,0.5477
770_ODC1_4953;141,770_ODC1_4953,0.00001258,0.5474
1102_BRD1_23774;421,1102_BRD1_23774,0.00000079,0.5471
440_NOP58_51602;453,440_NOP58_51602,0.00000015,0.5469
861_PNN_5411;557,861_PNN_5411,0.00000042,0.5469
316_HIST1H1C_3006;173,316_HIST1H1C_3006,0.0000005,0.5466
PCA27;445,PCA27,0.00000009,0.5462
1337_SIDT2_51092;437,1337_SIDT2_51092,0.00000087,0.5462
473_RPL5_6125;261,473_RPL5_6125,0.00000015,0.5462
112_RPL19_6143;97,112_RPL19_6143,0.00000134,0.5461
1006_YEATS2_55689;577,1006_YEATS2_55689,0.00002989,0.546
1041_MLL_4297;269,1041_MLL_4297,0.0000007,0.546
334_RALBP1_10928;113,334_RALBP1_10928,0.00000017,0.546
281_RPL29_6159;105,281_RPL29_6159,0.00000085,0.5459
417_PNISR_25957;793,417_PNISR_25957,0.0000005,0.5459
51_SLC45A3_85414;9,51_SLC45A3_85414,0.00001533,0.5459
349_PARP1_142;993,349_PARP1_142,0.00001361,0.5456
1367_KIF13B_23303;737,1367_KIF13B_23303,0.00000074,0.5454
155_C11orf75_56935;5,155_C11orf75_56935,0.00000014,0.5454
526_PDIA3_2923;485,526_PDIA3_2923,0.00000055,0.5453
281_RPL29_6159;101,281_RPL29_6159,0.00000053,0.5452
370_NACA2_342538;65,370_NACA2_342538,0.00000067,0.5451
389_RPL6_6128;73,389_RPL6_6128,0.00000014,0.545
946_NKTR_4820;997,946_NKTR_4820,0.00000067,0.545
1143_PHF2_5253;1069,1143_PHF2_5253,0.00000015,0.5448
551_GNG10_2790;193,551_GNG10_2790,0.00000038,0.5448
1417_XRN1_54464;657,1417_XRN1_54464,0.00003543,0.5447
662_AUTS2_26053;157,662_AUTS2_26053,0.00000038,0.5446
821_RBM39_9584;57,821_RBM39_9584,0.00000016,0.5445
437_PRR13_54458;117,437_PRR13_54458,0.00000029,0.5443
387_RPS3A_6189;205,387_RPS3A_6189,0.00000175,0.5442
85_RPL38_6169;13,85_RPL38_6169,0.0000002,0.5442
1045_STRBP_55342;549,1045_STRBP_55342,0.00000038,0.5439
1142_NOP56_10528;573,1142_NOP56_10528,0.00000052,0.5439
946_NKTR_4820;977,946_NKTR_4820,0.00000011,0.5437
1071_NRBP2_340371;125,1071_NRBP2_340371,0.0000024,0.5436
866_MYL12A_10627;1,866_MYL12A_10627,0.0000003,0.5434
219_RPL36AL_6166;13,219_RPL36AL_6166,0.00000077,0.543
352_HP1BP3_50809;453,352_HP1BP3_50809,0.00000013,0.543
60_RPL36A_6173;13,60_RPL36A_6173,0.00000077,0.543
327_AP3D1_8943;873,327_AP3D1_8943,0.00000021,0.5429
507_H1F0_3005;161,507_H1F0_3005,0.00000029,0.5429
1052_ARL6IP4_51329;201,1052_ARL6IP4_51329,0.00000031,0.5424
473_RPL5_6125;269,473_RPL5_6125,0.00000019,0.5424
1378_CHD7_55636;853,1378_CHD7_55636,0.00000058,0.5422
589_FDPS_2224;253,589_FDPS_2224,0.00000127,0.5421
572_DDIT4_54541;205,572_DDIT4_54541,0.0000116,0.542
1041_MLL_4297;1761,1041_MLL_4297,0.00000221,0.5419
1142_NOP56_10528;525,1142_NOP56_10528,0.00000041,0.5419
822_RPS27L_51065;9,822_RPS27L_51065,0.0000003,0.5419
773_PHF8_23133;1045,773_PHF8_23133,0.00000974,0.5414
230_RPS26_6231;1,230_RPS26_6231,0.0000244,0.5413
1224_RABGAP1_23637;801,1224_RABGAP1_23637,0.00000188,0.5412
142_RPL13_6137;185,142_RPL13_6137,0.00000483,0.5412
180_GLTSCR2_29997;457,180_GLTSCR2_29997,0.00000042,0.5411
647_GOLGB1_2804;1673,647_GOLGB1_2804,0.0000016,0.5411
242_HMGB2_3148;73,242_HMGB2_3148,0.00000027,0.541
757_BAG1_573;305,757_BAG1_573,0.00000452,0.541
FBXL19_AS1_T130509_G030577_1_4499_4918_420;65,FBXL19_AS1_T130509_G030577_1_4499_4918_420,0.0000266,0.5409
1062_BCLAF1_9774;153,1062_BCLAF1_9774,0.00000012,0.5408
352_HP1BP3_50809;533,352_HP1BP3_50809,0.00000008,0.5407
821_RBM39_9584;65,821_RBM39_9584,0.0000005,0.5407
99_RPS18_6222;137,99_RPS18_6222,0.00000043,0.5406
1038_ZNHIT1_10467;69,1038_ZNHIT1_10467,0.00000079,0.5405
1361_IARS_3376;593,1361_IARS_3376,0.00000013,0.5404
837_BBX_56987;817,837_BBX_56987,0.00000022,0.5403
959_NCOR2_9612;269,959_NCOR2_9612,0.00001064,0.5401
531_SMARCA4_6597;1593,531_SMARCA4_6597,0.00000049,0.5399
290_BRD2_6046;265,290_BRD2_6046,0.00000028,0.5397
531_SMARCA4_6597;1449,531_SMARCA4_6597,0.00000038,0.5397
327_AP3D1_8943;869,327_AP3D1_8943,0.00000006,0.5394
417_PNISR_25957;765,417_PNISR_25957,0.0000001,0.5393
445_MARCKS_4082;141,445_MARCKS_4082,0.00000096,0.5393
81_RPS8_6202;113,81_RPS8_6202,0.00000028,0.5393
449_GALNT11_63917;433,449_GALNT11_63917,0.00000231,0.5389
95_AHNAK_79026;1381,95_AHNAK_79026,0.00000015,0.5389
95_AHNAK_79026;1509,95_AHNAK_79026,0.00000015,0.5389
95_AHNAK_79026;2637,95_AHNAK_79026,0.00000015,0.5389
95_AHNAK_79026;3021,95_AHNAK_79026,0.00000015,0.5389
95_AHNAK_79026;3601,95_AHNAK_79026,0.00000015,0.5389
1275_SNRPB2_6629;93,1275_SNRPB2_6629,0.0000003,0.5388
977_SECISBP2_79048;513,977_SECISBP2_79048,0.0000003,0.5387
486_SRPR_6734;161,486_SRPR_6734,0.00000021,0.5384
113_LOC648771_648771;85,113_LOC648771_648771,0.00000013,0.5382
1143_PHF2_5253;1073,1143_PHF2_5253,0.00000023,0.538
1394_PCGF3_10336;177,1394_PCGF3_10336,0.00000385,0.5376
114_SRRM2_23524;237,114_SRRM2_23524,0.00000061,0.5374
327_AP3D1_8943;729,327_AP3D1_8943,0.00000022,0.5374
114_SRRM2_23524;225,114_SRRM2_23524,0.00000592,0.5373
48_RPS6_6194;189,48_RPS6_6194,0.00000045,0.5372
765_ANKRD36_375248;1417,765_ANKRD36_375248,0.00000039,0.5371
